order_id,customer_id,product,category,price,quantity,date,country
12290,C694,Phone,Electronics,600,3,2024-12-12,UK
12291,C533,Jacket,Fashion,150,2,2024-10-20,USA
12292,C537,Bag,Fashion,50,3,2024-10-26,Germany
12293,C424,Headphones,Electronics,80,3,2024-12-15,UK
12294,C067,Phone,Electronics,600,5,2024-11-01,UK
12295,C380,Phone,Electronics,600,5,2024-12-13,India
12296,C855,Phone,Electronics,600,1,2024-12-02,Canada
12297,C985,Headphones,Electronics,80,1,2024-02-02,France
12298,C718,Headphones,Electronics,80,2,2024-01-22,Canada
12299,C092,Watch,Fashion,200,3,2024-07-04,Canada
12300,C014,Headphones,Electronics,80,5,2024-01-07,UK
12301,C859,Jacket,Fashion,150,3,2024-03-04,Canada
12302,C897,Shoes,Fashion,120,4,2024-05-02,Germany
12303,C606,Watch,Fashion,200,3,2024-07-14,USA
12304,C080,Bag,Fashion,50,4,2024-07-19,Germany
12305,C777,Jacket,Fashion,150,4,2024-03-31,Germany
12306,C316,Bag,Fashion,50,2,2024-11-22,UK
12307,C754,Laptop,Electronics,800,2,2024-12-24,Australia
12308,C934,Bag,Fashion,50,2,2024-10-01,France
12309,C097,Headphones,Electronics,80,4,2024-09-10,Canada
12310,C463,Headphones,Electronics,80,2,2024-05-17,UK
12311,C733,Jacket,Fashion,150,1,2024-12-05,Australia
12312,C515,Watch,Fashion,200,4,2024-07-29,Germany
12313,C092,Tablet,Electronics,300,1,2024-01-24,UK
12314,C820,Laptop,Electronics,800,3,2024-09-03,France
12315,C946,Tablet,Electronics,300,5,2024-02-09,Canada
12316,C908,Shoes,Fashion,120,3,2024-12-21,Australia
12317,C051,Tablet,Electronics,300,5,2024-07-03,UK
12318,C827,Tablet,Electronics,300,3,2024-04-27,France
12319,C466,Bag,Fashion,50,5,2024-10-05,UK
12320,C313,Headphones,Electronics,80,2,2024-04-23,France
12321,C685,Phone,Electronics,600,1,2024-02-22,India
12322,C578,Tablet,Electronics,300,1,2024-07-27,Australia
12323,C829,Laptop,Electronics,800,1,2024-04-01,Australia
12324,C941,Phone,Electronics,600,5,2024-12-23,UK
12325,C822,Tablet,Electronics,300,3,2024-07-08,UK
12326,C790,Headphones,Electronics,80,5,2024-12-22,Australia
12327,C341,Phone,Electronics,600,3,2024-06-16,India
12328,C691,Jacket,Fashion,150,3,2024-01-25,India
12329,C304,Phone,Electronics,600,5,2024-09-10,France
12330,C236,Jacket,Fashion,150,1,2024-06-06,Germany
12331,C240,Headphones,Electronics,80,3,2024-06-19,USA
12332,C377,Watch,Fashion,200,2,2024-06-04,USA
12333,C518,Watch,Fashion,200,4,2024-08-21,UK
12334,C492,Bag,Fashion,50,1,2024-07-11,Canada
12335,C317,Watch,Fashion,200,5,2024-06-13,Canada
12336,C413,Headphones,Electronics,80,2,2024-12-10,USA
12337,C517,Tablet,Electronics,300,1,2024-08-04,Canada
12338,C344,Laptop,Electronics,800,4,2024-11-29,USA
12339,C435,Tablet,Electronics,300,5,2024-04-11,India
12340,C552,Bag,Fashion,50,1,2024-11-16,France
12341,C060,Watch,Fashion,200,4,2024-02-01,Canada
12342,C617,Watch,Fashion,200,5,2024-06-27,UK
12343,C640,Headphones,Electronics,80,1,2024-11-14,France
12344,C793,Shoes,Fashion,120,5,2024-08-16,India
12345,C939,Watch,Fashion,200,4,2024-08-12,Germany
12346,C515,Tablet,Electronics,300,3,2024-09-03,UK
12347,C591,Laptop,Electronics,800,1,2024-09-17,UK
12348,C610,Phone,Electronics,600,3,2024-08-29,Germany
12349,C641,Headphones,Electronics,80,2,2024-02-28,India
12350,C876,Laptop,Electronics,800,1,2024-03-08,UK
12351,C303,Shoes,Fashion,120,5,2024-01-29,Germany
12352,C592,Phone,Electronics,600,1,2024-08-18,Germany
12353,C290,Tablet,Electronics,300,5,2024-09-05,Canada
12354,C118,Phone,Electronics,600,5,2024-04-23,Germany
12355,C723,Watch,Fashion,200,2,2024-10-22,Canada
12356,C216,Watch,Fashion,200,5,2024-01-08,India
12357,C233,Jacket,Fashion,150,2,2024-12-18,UK
12358,C592,Watch,Fashion,200,2,2024-10-08,UK
12359,C667,Tablet,Electronics,300,2,2024-01-26,India
12360,C532,Jacket,Fashion,150,2,2024-05-16,Canada
12361,C193,Laptop,Electronics,800,4,2024-10-03,Canada
12362,C368,Laptop,Electronics,800,2,2024-05-23,UK
12363,C867,Bag,Fashion,50,4,2024-10-16,UK
12364,C655,Tablet,Electronics,300,3,2024-02-18,USA
12365,C006,Laptop,Electronics,800,2,2024-10-12,Canada
12366,C458,Laptop,Electronics,800,5,2024-10-07,France
12367,C145,Phone,Electronics,600,3,2024-05-06,USA
12368,C505,Watch,Fashion,200,5,2024-04-07,USA
12369,C300,Phone,Electronics,600,5,2024-09-05,India
12370,C143,Jacket,Fashion,150,1,2024-10-03,France
12371,C486,Headphones,Electronics,80,4,2024-11-25,France
12372,C837,Jacket,Fashion,150,2,2024-01-03,UK
12373,C751,Phone,Electronics,600,1,2024-10-27,Germany
12374,C470,Bag,Fashion,50,2,2024-09-22,USA
12375,C203,Watch,Fashion,200,4,2024-02-08,Canada
12376,C245,Bag,Fashion,50,3,2024-11-27,USA
12377,C804,Shoes,Fashion,120,1,2024-11-01,Canada
12378,C050,Tablet,Electronics,300,4,2024-12-31,USA
12379,C682,Watch,Fashion,200,4,2024-08-21,UK
12380,C358,Laptop,Electronics,800,3,2024-09-03,Canada
12381,C281,Tablet,Electronics,300,3,2024-03-31,Germany
12382,C263,Laptop,Electronics,800,2,2024-08-18,India
12383,C469,Tablet,Electronics,300,4,2024-10-29,UK
12384,C248,Watch,Fashion,200,5,2024-11-28,Australia
12385,C326,Bag,Fashion,50,1,2024-09-02,Germany
12386,C068,Tablet,Electronics,300,3,2024-12-24,UK
12387,C286,Laptop,Electronics,800,3,2024-04-16,India
12388,C779,Laptop,Electronics,800,1,2024-08-11,Canada
12389,C707,Jacket,Fashion,150,1,2024-01-01,Australia
12390,C297,Watch,Fashion,200,1,2024-07-05,Canada
12391,C028,Tablet,Electronics,300,4,2024-02-04,UK
12392,C612,Bag,Fashion,50,5,2024-11-24,Germany
12393,C003,Watch,Fashion,200,2,2024-07-07,Australia
12394,C463,Phone,Electronics,600,1,2024-10-01,India
12395,C384,Headphones,Electronics,80,1,2024-03-05,India
12396,C865,Shoes,Fashion,120,1,2024-12-26,Canada
12397,C180,Bag,Fashion,50,2,2024-12-04,Germany
12398,C997,Shoes,Fashion,120,4,2024-03-11,India
12399,C010,Watch,Fashion,200,5,2024-03-28,Germany
12400,C855,Headphones,Electronics,80,2,2024-02-29,Australia
12401,C763,Jacket,Fashion,150,1,2024-09-26,Canada
12402,C832,Jacket,Fashion,150,5,2024-10-05,India
12403,C356,Laptop,Electronics,800,4,2024-01-01,India
12404,C016,Jacket,Fashion,150,5,2024-05-19,Canada
12405,C268,Shoes,Fashion,120,4,2024-08-17,UK
12406,C134,Tablet,Electronics,300,1,2024-04-22,Australia
12407,C829,Headphones,Electronics,80,5,2024-07-10,Australia
12408,C757,Phone,Electronics,600,5,2024-09-09,India
12409,C397,Phone,Electronics,600,2,2024-04-02,France
12410,C189,Bag,Fashion,50,1,2024-02-21,UK
12411,C787,Shoes,Fashion,120,5,2024-08-29,Canada
12412,C393,Watch,Fashion,200,4,2024-01-27,Australia
12413,C994,Headphones,Electronics,80,1,2024-12-24,Germany
12414,C096,Phone,Electronics,600,2,2024-02-16,USA
12415,C861,Jacket,Fashion,150,3,2024-09-12,USA
12416,C791,Laptop,Electronics,800,2,2024-01-27,Germany
12417,C839,Phone,Electronics,600,4,2024-01-26,UK
12418,C283,Tablet,Electronics,300,4,2024-05-26,USA
12419,C425,Bag,Fashion,50,3,2024-07-31,UK
12420,C051,Headphones,Electronics,80,4,2024-07-07,India
12421,C491,Jacket,Fashion,150,3,2024-04-04,Germany
12422,C982,Shoes,Fashion,120,4,2024-05-22,Australia
12423,C300,Phone,Electronics,600,2,2024-02-03,France
12424,C989,Headphones,Electronics,80,2,2024-08-28,Germany
12425,C942,Phone,Electronics,600,4,2024-10-07,Canada
12426,C930,Headphones,Electronics,80,2,2024-11-23,Germany
12427,C574,Headphones,Electronics,80,3,2024-05-03,USA
12428,C475,Jacket,Fashion,150,5,2024-04-01,USA
12429,C805,Jacket,Fashion,150,2,2024-11-26,Germany
12430,C920,Bag,Fashion,50,3,2024-08-16,Australia
12431,C989,Jacket,Fashion,150,1,2024-01-23,France
12432,C387,Bag,Fashion,50,3,2024-09-15,USA
12433,C599,Jacket,Fashion,150,1,2024-06-02,Germany
12434,C359,Phone,Electronics,600,4,2024-06-21,France
12435,C173,Watch,Fashion,200,3,2024-12-16,India
12436,C660,Shoes,Fashion,120,3,2024-01-30,UK
12437,C130,Watch,Fashion,200,4,2024-05-19,France
12438,C712,Phone,Electronics,600,5,2024-12-02,France
12439,C459,Phone,Electronics,600,3,2024-02-27,USA
12440,C788,Jacket,Fashion,150,1,2024-01-16,Australia
12441,C668,Phone,Electronics,600,1,2024-01-02,France
12442,C598,Headphones,Electronics,80,2,2024-12-17,UK
12443,C291,Tablet,Electronics,300,5,2024-12-23,France
12444,C908,Jacket,Fashion,150,2,2024-03-28,France
12445,C272,Phone,Electronics,600,4,2024-06-28,USA
12446,C690,Watch,Fashion,200,1,2024-03-06,France
12447,C453,Laptop,Electronics,800,3,2024-12-03,Canada
12448,C600,Phone,Electronics,600,5,2024-09-08,UK
12449,C036,Watch,Fashion,200,5,2024-02-10,Canada
12450,C690,Watch,Fashion,200,4,2024-02-03,Canada
12451,C281,Bag,Fashion,50,2,2024-05-27,USA
12452,C294,Jacket,Fashion,150,2,2024-11-03,UK
12453,C501,Shoes,Fashion,120,5,2024-09-02,Canada
12454,C750,Bag,Fashion,50,5,2024-12-06,India
12455,C500,Jacket,Fashion,150,1,2024-05-24,Australia
12456,C808,Bag,Fashion,50,5,2024-02-08,Canada
12457,C956,Jacket,Fashion,150,3,2024-09-27,Canada
12458,C297,Laptop,Electronics,800,2,2024-11-16,Canada
12459,C377,Phone,Electronics,600,3,2024-12-12,Germany
12460,C767,Watch,Fashion,200,4,2024-03-28,USA
12461,C637,Phone,Electronics,600,5,2024-07-12,India
12462,C374,Bag,Fashion,50,1,2024-09-21,France
12463,C475,Jacket,Fashion,150,2,2024-06-21,India
12464,C045,Tablet,Electronics,300,2,2024-11-13,France
12465,C356,Phone,Electronics,600,4,2024-09-27,France
12466,C147,Jacket,Fashion,150,4,2024-10-26,Germany
12467,C032,Jacket,Fashion,150,4,2024-10-21,USA
12468,C834,Headphones,Electronics,80,4,2024-11-08,Australia
12469,C093,Tablet,Electronics,300,4,2024-10-02,France
12470,C821,Laptop,Electronics,800,1,2024-08-25,Germany
12471,C735,Watch,Fashion,200,4,2024-02-09,Australia
12472,C011,Tablet,Electronics,300,3,2024-07-31,France
12473,C455,Headphones,Electronics,80,1,2024-06-01,Canada
12474,C727,Shoes,Fashion,120,4,2024-09-01,France
12475,C938,Phone,Electronics,600,1,2024-06-14,Australia
12476,C439,Phone,Electronics,600,4,2024-05-26,UK
12477,C259,Headphones,Electronics,80,5,2024-04-15,Canada
12478,C243,Tablet,Electronics,300,1,2024-08-09,Canada
12479,C095,Headphones,Electronics,80,4,2024-10-18,USA
12480,C713,Bag,Fashion,50,2,2024-07-05,UK
12481,C322,Jacket,Fashion,150,5,2024-01-18,France
12482,C642,Tablet,Electronics,300,1,2024-04-16,UK
12483,C713,Jacket,Fashion,150,2,2024-12-08,France
12484,C929,Watch,Fashion,200,4,2024-05-12,USA
12485,C086,Bag,Fashion,50,5,2024-09-04,Canada
12486,C015,Laptop,Electronics,800,1,2024-01-10,Australia
12487,C261,Watch,Fashion,200,1,2024-02-26,Canada
12488,C945,Tablet,Electronics,300,1,2024-10-18,India
12489,C741,Tablet,Electronics,300,5,2024-12-21,India
12490,C016,Phone,Electronics,600,1,2024-06-08,USA
12491,C967,Shoes,Fashion,120,3,2024-06-18,UK
12492,C261,Phone,Electronics,600,2,2024-11-29,India
12493,C994,Headphones,Electronics,80,4,2024-06-04,France
12494,C675,Bag,Fashion,50,1,2024-07-11,India
12495,C515,Shoes,Fashion,120,3,2024-11-24,Germany
12496,C236,Phone,Electronics,600,2,2024-01-18,India
12497,C870,Laptop,Electronics,800,5,2024-08-01,France
12498,C283,Headphones,Electronics,80,5,2024-08-30,France
12499,C430,Tablet,Electronics,300,4,2024-12-08,France
12500,C806,Bag,Fashion,50,4,2024-10-24,India
12501,C173,Headphones,Electronics,80,1,2024-07-05,France
12502,C610,Watch,Fashion,200,2,2024-12-03,India
12503,C426,Tablet,Electronics,300,1,2024-09-30,India
12504,C450,Jacket,Fashion,150,5,2024-01-23,Canada
12505,C966,Tablet,Electronics,300,2,2024-06-20,Australia
12506,C235,Shoes,Fashion,120,3,2024-12-02,Canada
12507,C457,Headphones,Electronics,80,4,2024-07-01,UK
12508,C059,Watch,Fashion,200,1,2024-09-18,Germany
12509,C789,Headphones,Electronics,80,3,2024-01-05,Australia
12510,C064,Tablet,Electronics,300,2,2024-05-23,Canada
12511,C589,Watch,Fashion,200,2,2024-05-09,India
12512,C304,Bag,Fashion,50,5,2024-05-20,Australia
12513,C461,Tablet,Electronics,300,3,2024-03-07,UK
12514,C133,Bag,Fashion,50,4,2024-01-11,Canada
12515,C725,Tablet,Electronics,300,2,2024-06-11,India
12516,C955,Jacket,Fashion,150,4,2024-07-19,UK
12517,C027,Jacket,Fashion,150,2,2024-11-24,India
12518,C513,Tablet,Electronics,300,2,2024-08-07,India
12519,C304,Jacket,Fashion,150,3,2024-02-26,USA
12520,C762,Phone,Electronics,600,2,2024-02-15,Germany
12521,C721,Shoes,Fashion,120,2,2024-10-30,USA
12522,C130,Shoes,Fashion,120,3,2024-10-30,India
12523,C281,Headphones,Electronics,80,3,2024-07-29,Germany
12524,C283,Bag,Fashion,50,5,2024-06-23,Germany
12525,C842,Watch,Fashion,200,3,2024-12-06,Australia
12526,C131,Headphones,Electronics,80,4,2024-11-20,France
12527,C047,Headphones,Electronics,80,1,2024-12-23,UK
12528,C702,Jacket,Fashion,150,3,2024-05-22,France
12529,C815,Phone,Electronics,600,1,2024-04-09,Australia
12530,C914,Jacket,Fashion,150,3,2024-01-22,India
12531,C316,Laptop,Electronics,800,1,2024-09-06,UK
12532,C243,Phone,Electronics,600,5,2024-12-30,USA
12533,C582,Tablet,Electronics,300,2,2024-04-10,UK
12534,C026,Jacket,Fashion,150,5,2024-06-20,Germany
12535,C728,Tablet,Electronics,300,1,2024-01-19,UK
12536,C805,Watch,Fashion,200,1,2024-03-10,France
12537,C770,Tablet,Electronics,300,3,2024-08-05,USA
12538,C234,Phone,Electronics,600,5,2024-03-23,India
12539,C590,Phone,Electronics,600,2,2024-09-21,Australia
12540,C183,Headphones,Electronics,80,1,2024-01-28,UK
12541,C891,Phone,Electronics,600,4,2024-03-08,USA
12542,C582,Jacket,Fashion,150,3,2024-02-12,USA
12543,C425,Jacket,Fashion,150,5,2024-04-29,UK
12544,C275,Watch,Fashion,200,1,2024-12-10,UK
12545,C511,Watch,Fashion,200,5,2024-09-13,Canada
12546,C833,Headphones,Electronics,80,1,2024-11-04,France
12547,C618,Bag,Fashion,50,5,2024-04-09,Germany
12548,C149,Watch,Fashion,200,3,2024-12-13,Australia
12549,C297,Tablet,Electronics,300,5,2024-02-29,Australia
12550,C378,Watch,Fashion,200,3,2024-10-03,UK
12551,C215,Laptop,Electronics,800,5,2024-08-24,Australia
12552,C202,Bag,Fashion,50,5,2024-10-17,USA
12553,C115,Bag,Fashion,50,4,2024-10-11,Australia
12554,C614,Laptop,Electronics,800,4,2024-08-26,Australia
12555,C382,Phone,Electronics,600,4,2024-08-20,India
12556,C826,Tablet,Electronics,300,3,2024-10-11,Australia
12557,C457,Tablet,Electronics,300,5,2024-07-31,Canada
12558,C427,Bag,Fashion,50,3,2024-09-02,Germany
12559,C891,Bag,Fashion,50,2,2024-02-11,Canada
12560,C716,Watch,Fashion,200,5,2024-05-21,India
12561,C597,Jacket,Fashion,150,3,2024-05-28,UK
12562,C003,Bag,Fashion,50,1,2024-04-10,France
12563,C511,Watch,Fashion,200,1,2024-08-14,Australia
12564,C972,Phone,Electronics,600,3,2024-09-30,USA
12565,C377,Shoes,Fashion,120,5,2024-07-02,Germany
12566,C731,Tablet,Electronics,300,3,2024-08-20,UK
12567,C827,Shoes,Fashion,120,3,2024-06-03,USA
12568,C951,Bag,Fashion,50,3,2024-11-13,Australia
12569,C295,Watch,Fashion,200,3,2024-10-21,USA
12570,C101,Headphones,Electronics,80,4,2024-03-17,India
12571,C485,Phone,Electronics,600,2,2024-07-25,Germany
12572,C852,Bag,Fashion,50,1,2024-11-04,India
12573,C925,Bag,Fashion,50,4,2024-11-26,Germany
12574,C341,Jacket,Fashion,150,5,2024-11-22,UK
12575,C302,Headphones,Electronics,80,5,2024-04-12,Canada
12576,C530,Shoes,Fashion,120,5,2024-10-04,India
12577,C665,Jacket,Fashion,150,3,2024-10-07,UK
12578,C176,Laptop,Electronics,800,5,2024-08-19,USA
12579,C351,Laptop,Electronics,800,5,2024-08-12,Australia
12580,C404,Phone,Electronics,600,1,2024-10-16,UK
12581,C595,Laptop,Electronics,800,5,2024-04-21,Canada
12582,C209,Phone,Electronics,600,2,2024-09-19,France
12583,C758,Laptop,Electronics,800,1,2024-09-15,Australia
12584,C932,Shoes,Fashion,120,5,2024-05-29,France
12585,C068,Phone,Electronics,600,1,2024-08-18,France
12586,C606,Phone,Electronics,600,5,2024-09-20,Germany
12587,C690,Headphones,Electronics,80,3,2024-01-31,Australia
12588,C296,Headphones,Electronics,80,3,2024-02-09,France
12589,C099,Headphones,Electronics,80,1,2024-09-18,Canada
12590,C776,Tablet,Electronics,300,5,2024-06-29,USA
12591,C674,Watch,Fashion,200,4,2024-09-16,Germany
12592,C753,Tablet,Electronics,300,3,2024-05-29,Germany
12593,C703,Watch,Fashion,200,1,2024-03-18,USA
12594,C338,Laptop,Electronics,800,3,2024-08-31,Germany
12595,C228,Laptop,Electronics,800,5,2024-03-12,Germany
12596,C077,Tablet,Electronics,300,5,2024-06-18,Canada
12597,C970,Bag,Fashion,50,2,2024-09-29,France
12598,C902,Phone,Electronics,600,5,2024-01-25,India
12599,C185,Headphones,Electronics,80,3,2024-09-17,India
12600,C791,Bag,Fashion,50,4,2024-12-11,France
12601,C142,Shoes,Fashion,120,2,2024-06-13,India
12602,C027,Phone,Electronics,600,5,2024-12-24,UK
12603,C008,Shoes,Fashion,120,3,2024-05-15,Germany
12604,C197,Headphones,Electronics,80,4,2024-09-19,Australia
12605,C281,Jacket,Fashion,150,3,2024-05-07,Australia
12606,C065,Bag,Fashion,50,2,2024-12-13,Canada
12607,C948,Shoes,Fashion,120,5,2024-06-02,France
12608,C535,Bag,Fashion,50,5,2024-01-30,India
12609,C676,Tablet,Electronics,300,2,2024-09-03,UK
12610,C414,Phone,Electronics,600,3,2024-01-08,India
12611,C777,Bag,Fashion,50,5,2024-11-09,Australia
12612,C590,Shoes,Fashion,120,2,2024-02-14,India
12613,C485,Shoes,Fashion,120,4,2024-11-19,France
12614,C129,Jacket,Fashion,150,2,2024-07-18,Canada
12615,C108,Headphones,Electronics,80,3,2024-03-20,Canada
12616,C341,Watch,Fashion,200,5,2024-09-16,Australia
12617,C445,Tablet,Electronics,300,2,2024-06-07,Canada
12618,C769,Bag,Fashion,50,1,2024-11-19,France
12619,C259,Watch,Fashion,200,2,2024-06-19,France
12620,C528,Phone,Electronics,600,3,2024-05-18,UK
12621,C940,Tablet,Electronics,300,5,2024-08-12,UK
12622,C172,Tablet,Electronics,300,3,2024-07-13,France
12623,C316,Tablet,Electronics,300,3,2024-02-24,France
12624,C968,Tablet,Electronics,300,4,2024-07-19,France
12625,C360,Bag,Fashion,50,1,2024-12-13,Germany
12626,C697,Watch,Fashion,200,2,2024-06-10,India
12627,C815,Laptop,Electronics,800,3,2024-11-16,France
12628,C542,Laptop,Electronics,800,5,2024-07-16,France
12629,C965,Bag,Fashion,50,1,2024-08-05,Canada
12630,C418,Jacket,Fashion,150,2,2024-10-06,Germany
12631,C656,Jacket,Fashion,150,3,2024-04-19,Canada
12632,C576,Headphones,Electronics,80,1,2024-07-01,Australia
12633,C461,Shoes,Fashion,120,4,2024-05-01,UK
12634,C647,Jacket,Fashion,150,1,2024-07-28,France
12635,C384,Laptop,Electronics,800,5,2024-08-04,Australia
12636,C170,Phone,Electronics,600,2,2024-04-30,UK
12637,C456,Phone,Electronics,600,5,2024-09-05,Canada
12638,C766,Tablet,Electronics,300,1,2024-03-08,Canada
12639,C458,Tablet,Electronics,300,1,2024-04-22,India
12640,C317,Headphones,Electronics,80,2,2024-01-21,India
12641,C521,Jacket,Fashion,150,4,2024-12-19,Canada
12642,C371,Bag,Fashion,50,3,2024-11-05,UK
12643,C509,Bag,Fashion,50,4,2024-04-22,Germany
12644,C327,Headphones,Electronics,80,3,2024-11-04,UK
12645,C298,Shoes,Fashion,120,4,2024-04-07,UK
12646,C119,Jacket,Fashion,150,2,2024-06-13,France
12647,C963,Shoes,Fashion,120,5,2024-09-06,Canada
12648,C244,Phone,Electronics,600,3,2024-12-15,UK
12649,C627,Shoes,Fashion,120,4,2024-06-24,India
12650,C840,Bag,Fashion,50,5,2024-02-23,France
12651,C948,Shoes,Fashion,120,1,2024-07-16,India
12652,C372,Laptop,Electronics,800,3,2024-08-21,India
12653,C468,Jacket,Fashion,150,5,2024-05-21,India
12654,C114,Jacket,Fashion,150,2,2024-11-20,Canada
12655,C367,Shoes,Fashion,120,5,2024-04-29,India
12656,C397,Tablet,Electronics,300,3,2024-12-13,Australia
12657,C575,Jacket,Fashion,150,5,2024-01-12,UK
12658,C687,Jacket,Fashion,150,1,2024-04-04,France
12659,C147,Shoes,Fashion,120,4,2024-03-28,USA
12660,C214,Bag,Fashion,50,3,2024-09-29,India
12661,C249,Bag,Fashion,50,4,2024-12-15,Canada
12662,C823,Headphones,Electronics,80,5,2024-12-13,India
12663,C847,Laptop,Electronics,800,4,2024-10-29,France
12664,C743,Jacket,Fashion,150,1,2024-02-28,Germany
12665,C480,Laptop,Electronics,800,5,2024-06-06,India
12666,C562,Headphones,Electronics,80,2,2024-11-21,France
12667,C890,Watch,Fashion,200,1,2024-07-10,India
12668,C790,Watch,Fashion,200,4,2024-10-13,Germany
12669,C409,Watch,Fashion,200,3,2024-04-07,France
12670,C829,Jacket,Fashion,150,4,2024-01-15,Australia
12671,C002,Tablet,Electronics,300,2,2024-04-30,UK
12672,C169,Headphones,Electronics,80,2,2024-09-22,France
12673,C163,Shoes,Fashion,120,4,2024-03-16,France
12674,C334,Phone,Electronics,600,3,2024-04-02,Germany
12675,C737,Shoes,Fashion,120,4,2024-05-18,USA
12676,C485,Laptop,Electronics,800,2,2024-03-16,Australia
12677,C017,Laptop,Electronics,800,4,2024-11-25,Canada
12678,C919,Laptop,Electronics,800,1,2024-01-04,India
12679,C179,Shoes,Fashion,120,1,2024-03-13,UK
12680,C112,Laptop,Electronics,800,2,2024-07-16,France
12681,C350,Phone,Electronics,600,4,2024-05-25,Australia
12682,C360,Watch,Fashion,200,2,2024-11-14,Germany
12683,C780,Headphones,Electronics,80,5,2024-05-23,Australia
12684,C006,Laptop,Electronics,800,4,2024-02-29,Canada
12685,C877,Bag,Fashion,50,1,2024-03-17,France
12686,C403,Laptop,Electronics,800,3,2024-09-27,USA
12687,C103,Bag,Fashion,50,2,2024-01-07,UK
12688,C060,Headphones,Electronics,80,2,2024-09-19,Canada
12689,C059,Phone,Electronics,600,2,2024-06-20,UK
12690,C622,Shoes,Fashion,120,3,2024-08-01,India
12691,C929,Headphones,Electronics,80,4,2024-01-01,UK
12692,C916,Jacket,Fashion,150,4,2024-01-31,Germany
12693,C997,Headphones,Electronics,80,4,2024-06-18,France
12694,C614,Shoes,Fashion,120,4,2024-05-04,France
12695,C519,Laptop,Electronics,800,4,2024-03-31,USA
12696,C050,Shoes,Fashion,120,3,2024-03-03,Canada
12697,C160,Bag,Fashion,50,3,2024-06-25,India
12698,C598,Bag,Fashion,50,2,2024-05-17,USA
12699,C545,Laptop,Electronics,800,3,2024-09-14,India
12700,C928,Phone,Electronics,600,4,2024-01-31,Australia
12701,C853,Bag,Fashion,50,2,2024-07-10,India
12702,C796,Bag,Fashion,50,5,2024-09-20,India
12703,C247,Tablet,Electronics,300,2,2024-04-26,Germany
12704,C411,Bag,Fashion,50,3,2024-04-18,UK
12705,C442,Tablet,Electronics,300,2,2024-02-24,France
12706,C985,Watch,Fashion,200,5,2024-01-07,Canada
12707,C124,Shoes,Fashion,120,4,2024-09-11,France
12708,C204,Shoes,Fashion,120,2,2024-06-29,USA
12709,C675,Jacket,Fashion,150,1,2024-09-16,UK
12710,C009,Tablet,Electronics,300,4,2024-01-22,UK
12711,C867,Phone,Electronics,600,5,2024-06-14,USA
12712,C630,Watch,Fashion,200,2,2024-01-02,USA
12713,C975,Shoes,Fashion,120,1,2024-09-03,France
12714,C827,Jacket,Fashion,150,1,2024-09-15,Australia
12715,C599,Tablet,Electronics,300,4,2024-01-21,UK
12716,C874,Jacket,Fashion,150,1,2024-11-03,Canada
12717,C881,Tablet,Electronics,300,3,2024-12-22,France
12718,C425,Headphones,Electronics,80,1,2024-05-08,France
12719,C738,Bag,Fashion,50,4,2024-09-08,Canada
12720,C493,Headphones,Electronics,80,5,2024-05-21,Australia
12721,C335,Bag,Fashion,50,4,2024-04-12,France
12722,C338,Laptop,Electronics,800,1,2024-07-10,USA
12723,C583,Laptop,Electronics,800,3,2024-06-21,Canada
12724,C651,Tablet,Electronics,300,5,2024-02-29,India
12725,C534,Jacket,Fashion,150,1,2024-06-24,Canada
12726,C718,Phone,Electronics,600,3,2024-08-14,Germany
12727,C058,Jacket,Fashion,150,2,2024-04-01,France
12728,C303,Jacket,Fashion,150,5,2024-06-12,UK
12729,C542,Shoes,Fashion,120,2,2024-01-21,France
12730,C812,Tablet,Electronics,300,5,2024-12-23,France
12731,C219,Laptop,Electronics,800,4,2024-09-17,India
12732,C673,Shoes,Fashion,120,3,2024-12-03,Canada
12733,C429,Laptop,Electronics,800,5,2024-05-13,India
12734,C353,Tablet,Electronics,300,1,2024-09-11,Germany
12735,C521,Phone,Electronics,600,2,2024-12-31,Australia
12736,C868,Headphones,Electronics,80,2,2024-05-26,Australia
12737,C093,Phone,Electronics,600,2,2024-01-05,France
12738,C712,Shoes,Fashion,120,1,2024-05-15,France
12739,C271,Bag,Fashion,50,3,2024-03-06,Canada
12740,C257,Phone,Electronics,600,1,2024-09-13,France
12741,C231,Phone,Electronics,600,5,2024-07-01,USA
12742,C966,Shoes,Fashion,120,4,2024-09-13,India
12743,C426,Bag,Fashion,50,5,2024-08-12,Germany
12744,C128,Bag,Fashion,50,2,2024-03-14,Canada
12745,C385,Bag,Fashion,50,4,2024-07-12,Canada
12746,C561,Shoes,Fashion,120,4,2024-05-13,France
12747,C835,Tablet,Electronics,300,1,2024-03-31,USA
12748,C859,Watch,Fashion,200,3,2024-03-02,France
12749,C375,Jacket,Fashion,150,5,2024-07-03,USA
12750,C383,Laptop,Electronics,800,5,2024-11-17,USA
12751,C138,Phone,Electronics,600,5,2024-08-10,India
12752,C609,Phone,Electronics,600,3,2024-05-13,France
12753,C693,Shoes,Fashion,120,4,2024-03-17,USA
12754,C793,Bag,Fashion,50,5,2024-02-03,France
12755,C921,Bag,Fashion,50,5,2024-07-12,UK
12756,C216,Bag,Fashion,50,5,2024-09-21,India
12757,C177,Shoes,Fashion,120,4,2024-10-07,Australia
12758,C245,Watch,Fashion,200,5,2024-09-02,France
12759,C942,Phone,Electronics,600,2,2024-06-29,Australia
12760,C296,Jacket,Fashion,150,5,2024-09-05,Germany
