order_id,customer_id,product,category,price,quantity,date,country,revenue
60309,C113,Laptop,Electronics,800,3,2024-12-12,France,2400
60310,C807,Bag,Fashion,50,2,2024-09-08,India,100
60311,C719,Tablet,Electronics,300,2,2024-03-08,Canada,600
60312,C640,Shoes,Fashion,120,1,2024-01-10,Canada,120
60313,C677,Laptop,Electronics,800,3,2024-06-28,Germany,2400
60314,C695,Watch,Fashion,200,1,2024-09-16,India,200
60315,C588,Phone,Electronics,600,4,2024-06-03,UK,2400
60316,C268,Phone,Electronics,600,2,2024-02-12,Australia,1200
60317,C614,Shoes,Fashion,120,1,2024-01-26,UK,120
60318,C624,Headphones,Electronics,80,3,2024-11-09,UK,240
60319,C373,Tablet,Electronics,300,2,2024-08-01,India,600
60320,C148,Jacket,Fashion,150,3,2024-06-23,Australia,450
60321,C755,Tablet,Electronics,300,4,2024-10-06,UK,1200
60322,C102,Headphones,Electronics,80,3,2024-10-10,USA,240
60323,C758,Headphones,Electronics,80,4,2024-01-03,USA,320
60324,C391,Jacket,Fashion,150,5,2024-09-10,Canada,750
60325,C119,Bag,Fashion,50,1,2024-01-11,Canada,50
60326,C725,Headphones,Electronics,80,1,2024-12-03,Australia,80
60327,C919,Tablet,Electronics,300,1,2024-02-26,USA,300
60328,C398,Watch,Fashion,200,2,2024-08-31,UK,400
60329,C828,Bag,Fashion,50,4,2024-10-19,India,200
60330,C342,Watch,Fashion,200,3,2024-02-06,Germany,600
60331,C343,Jacket,Fashion,150,5,2024-05-11,Canada,750
60332,C396,Tablet,Electronics,300,4,2024-10-06,Canada,1200
60333,C822,Tablet,Electronics,300,4,2024-12-01,Germany,1200
60334,C042,Watch,Fashion,200,3,2024-06-22,Australia,600
60335,C880,Phone,Electronics,600,5,2024-03-10,France,3000
60336,C978,Bag,Fashion,50,3,2024-11-10,UK,150
60337,C587,Phone,Electronics,600,3,2024-05-30,UK,1800
60338,C976,Jacket,Fashion,150,3,2024-02-09,USA,450
60339,C460,Jacket,Fashion,150,2,2024-05-05,UK,300
60340,C724,Laptop,Electronics,800,3,2024-11-28,Canada,2400
60341,C717,Bag,Fashion,50,1,2024-02-18,Australia,50
60342,C210,Bag,Fashion,50,4,2024-05-28,UK,200
60343,C255,Headphones,Electronics,80,1,2024-02-27,Australia,80
60344,C415,Laptop,Electronics,800,2,2024-02-17,Germany,1600
60345,C605,Headphones,Electronics,80,3,2024-05-08,Australia,240
60346,C595,Jacket,Fashion,150,5,2024-02-18,UK,750
60347,C347,Phone,Electronics,600,1,2024-05-16,Germany,600
60348,C050,Watch,Fashion,200,2,2024-01-04,Canada,400
60349,C569,Jacket,Fashion,150,3,2024-04-26,Canada,450
60350,C720,Phone,Electronics,600,1,2024-03-11,USA,600
60351,C168,Jacket,Fashion,150,5,2024-08-10,UK,750
60352,C316,Watch,Fashion,200,2,2024-08-02,USA,400
60353,C444,Bag,Fashion,50,2,2024-12-10,UK,100
60354,C855,Bag,Fashion,50,2,2024-03-20,India,100
60355,C294,Tablet,Electronics,300,1,2024-02-16,Canada,300
60356,C244,Laptop,Electronics,800,5,2024-04-12,Germany,4000
60357,C686,Shoes,Fashion,120,5,2024-07-04,UK,600
60358,C600,Bag,Fashion,50,2,2024-03-22,France,100
60359,C186,Jacket,Fashion,150,3,2024-04-15,Australia,450
60360,C053,Shoes,Fashion,120,3,2024-09-02,Germany,360
60361,C103,Tablet,Electronics,300,2,2024-03-19,Australia,600
60362,C029,Shoes,Fashion,120,2,2024-02-13,UK,240
60363,C578,Laptop,Electronics,800,4,2024-08-14,USA,3200
60364,C144,Watch,Fashion,200,4,2024-04-01,USA,800
60365,C213,Jacket,Fashion,150,2,2024-08-06,Canada,300
60366,C504,Shoes,Fashion,120,1,2024-08-11,UK,120
60367,C581,Tablet,Electronics,300,5,2024-09-03,Canada,1500
60368,C899,Laptop,Electronics,800,4,2024-03-17,Germany,3200
60369,C634,Shoes,Fashion,120,4,2024-06-20,USA,480
60370,C296,Tablet,Electronics,300,1,2024-11-04,France,300
60371,C405,Bag,Fashion,50,2,2024-06-30,India,100
60372,C159,Shoes,Fashion,120,3,2024-12-28,UK,360
60373,C627,Bag,Fashion,50,4,2024-11-12,USA,200
60374,C536,Phone,Electronics,600,4,2024-11-10,UK,2400
60375,C640,Tablet,Electronics,300,4,2024-12-16,Australia,1200
60376,C449,Tablet,Electronics,300,3,2024-05-05,Canada,900
60377,C949,Headphones,Electronics,80,3,2024-05-24,Canada,240
60378,C106,Laptop,Electronics,800,1,2024-12-30,Australia,800
60379,C916,Bag,Fashion,50,1,2024-05-26,France,50
60380,C259,Laptop,Electronics,800,5,2024-07-01,Germany,4000
60381,C145,Laptop,Electronics,800,1,2024-09-03,Germany,800
60382,C086,Phone,Electronics,600,5,2024-08-26,France,3000
60383,C482,Shoes,Fashion,120,5,2024-02-14,Canada,600
60384,C938,Jacket,Fashion,150,4,2024-07-25,USA,600
60385,C617,Shoes,Fashion,120,1,2024-05-03,USA,120
60386,C867,Shoes,Fashion,120,1,2024-08-15,USA,120
60387,C217,Jacket,Fashion,150,4,2024-10-13,Germany,600
60388,C649,Shoes,Fashion,120,5,2024-07-24,USA,600
60389,C544,Watch,Fashion,200,4,2024-11-16,India,800
60390,C620,Headphones,Electronics,80,5,2024-06-22,UK,400
60391,C160,Tablet,Electronics,300,3,2024-08-18,UK,900
60392,C329,Headphones,Electronics,80,2,2024-02-16,Germany,160
60393,C080,Headphones,Electronics,80,3,2024-05-30,USA,240
60394,C177,Headphones,Electronics,80,3,2024-08-16,UK,240
60395,C572,Watch,Fashion,200,5,2024-08-14,Canada,1000
60396,C881,Headphones,Electronics,80,3,2024-09-26,India,240
60397,C518,Shoes,Fashion,120,5,2024-08-13,Canada,600
60398,C812,Phone,Electronics,600,5,2024-01-19,Canada,3000
60399,C938,Watch,Fashion,200,5,2024-03-06,India,1000
60400,C276,Watch,Fashion,200,1,2024-05-18,India,200
60401,C590,Phone,Electronics,600,2,2024-12-27,Germany,1200
60402,C571,Shoes,Fashion,120,4,2024-11-07,Germany,480
60403,C466,Watch,Fashion,200,3,2024-08-23,Canada,600
60404,C653,Laptop,Electronics,800,4,2024-06-24,USA,3200
60405,C462,Headphones,Electronics,80,1,2024-05-10,India,80
60406,C513,Jacket,Fashion,150,5,2024-03-10,India,750
60407,C066,Headphones,Electronics,80,1,2024-11-03,UK,80
60408,C870,Phone,Electronics,600,5,2024-09-02,France,3000
60409,C372,Jacket,Fashion,150,1,2024-07-15,Australia,150
60410,C344,Jacket,Fashion,150,1,2024-04-25,UK,150
60411,C815,Phone,Electronics,600,4,2024-03-25,Canada,2400
60412,C893,Shoes,Fashion,120,3,2024-05-07,France,360
60413,C375,Headphones,Electronics,80,5,2024-05-24,India,400
60414,C276,Bag,Fashion,50,2,2024-06-29,Germany,100
60415,C862,Watch,Fashion,200,1,2024-03-16,USA,200
60416,C674,Watch,Fashion,200,1,2024-05-24,Canada,200
60417,C540,Jacket,Fashion,150,5,2024-02-10,UK,750
60418,C498,Laptop,Electronics,800,4,2024-01-03,India,3200
60419,C819,Laptop,Electronics,800,1,2024-06-06,Canada,800
60420,C913,Bag,Fashion,50,2,2024-05-22,France,100
60421,C869,Shoes,Fashion,120,4,2024-10-17,France,480
60422,C959,Watch,Fashion,200,3,2024-05-01,Australia,600
60423,C552,Jacket,Fashion,150,1,2024-05-13,UK,150
60424,C168,Shoes,Fashion,120,2,2024-01-17,India,240
60425,C825,Jacket,Fashion,150,4,2024-11-12,Germany,600
60426,C123,Shoes,Fashion,120,3,2024-10-28,UK,360
60427,C483,Jacket,Fashion,150,4,2024-09-07,France,600
60428,C689,Tablet,Electronics,300,5,2024-12-10,Germany,1500
60429,C810,Laptop,Electronics,800,2,2024-08-23,Canada,1600
60430,C187,Phone,Electronics,600,1,2024-12-19,UK,600
60431,C475,Laptop,Electronics,800,5,2024-07-30,India,4000
60432,C608,Watch,Fashion,200,1,2024-10-07,Canada,200
60433,C444,Tablet,Electronics,300,4,2024-01-21,UK,1200
60434,C823,Jacket,Fashion,150,2,2024-08-07,USA,300
60435,C948,Phone,Electronics,600,5,2024-09-18,France,3000
60436,C027,Bag,Fashion,50,3,2024-06-28,Germany,150
60437,C874,Tablet,Electronics,300,3,2024-10-12,USA,900
60438,C281,Watch,Fashion,200,2,2024-05-02,UK,400
60439,C106,Jacket,Fashion,150,3,2024-08-16,Germany,450
60440,C844,Headphones,Electronics,80,3,2024-03-24,France,240
60441,C770,Watch,Fashion,200,4,2024-03-08,India,800
60442,C833,Watch,Fashion,200,2,2024-08-02,Germany,400
60443,C683,Tablet,Electronics,300,3,2024-04-03,USA,900
60444,C646,Phone,Electronics,600,5,2024-07-20,India,3000
60445,C648,Bag,Fashion,50,2,2024-08-23,USA,100
60446,C486,Phone,Electronics,600,4,2024-12-10,Germany,2400
60447,C659,Headphones,Electronics,80,1,2024-11-03,India,80
60448,C473,Bag,Fashion,50,2,2024-07-29,Australia,100
60449,C502,Jacket,Fashion,150,2,2024-05-12,USA,300
60450,C767,Shoes,Fashion,120,3,2024-05-17,USA,360
60451,C841,Bag,Fashion,50,4,2024-06-02,France,200
60452,C350,Bag,Fashion,50,3,2024-11-03,UK,150
60453,C437,Watch,Fashion,200,4,2024-07-05,UK,800
60454,C138,Phone,Electronics,600,1,2024-08-07,UK,600
60455,C259,Jacket,Fashion,150,1,2024-10-23,USA,150
60456,C459,Headphones,Electronics,80,5,2024-08-07,Canada,400
60457,C564,Bag,Fashion,50,4,2024-11-03,India,200
60458,C712,Laptop,Electronics,800,3,2024-10-06,India,2400
60459,C409,Jacket,Fashion,150,5,2024-03-10,Canada,750
60460,C186,Tablet,Electronics,300,5,2024-03-14,Australia,1500
60461,C930,Watch,Fashion,200,4,2024-05-30,France,800
60462,C016,Tablet,Electronics,300,1,2024-10-09,India,300
60463,C039,Tablet,Electronics,300,1,2024-10-26,India,300
60464,C830,Tablet,Electronics,300,5,2024-11-25,France,1500
60465,C998,Laptop,Electronics,800,1,2024-11-28,France,800
60466,C892,Shoes,Fashion,120,4,2024-06-11,Germany,480
60467,C846,Shoes,Fashion,120,5,2024-10-05,India,600
60468,C570,Laptop,Electronics,800,1,2024-11-16,Australia,800
60469,C062,Headphones,Electronics,80,1,2024-04-19,Australia,80
60470,C364,Phone,Electronics,600,3,2024-07-26,Australia,1800
60471,C078,Tablet,Electronics,300,2,2024-01-01,France,600
60472,C429,Laptop,Electronics,800,1,2024-07-16,France,800
60473,C596,Headphones,Electronics,80,2,2024-08-31,France,160
60474,C152,Watch,Fashion,200,3,2024-11-02,Canada,600
60475,C104,Headphones,Electronics,80,1,2024-10-01,India,80
60476,C598,Shoes,Fashion,120,5,2024-04-08,USA,600
60477,C576,Tablet,Electronics,300,2,2024-05-22,Australia,600
60478,C079,Shoes,Fashion,120,4,2024-01-16,Australia,480
60479,C112,Phone,Electronics,600,2,2024-02-23,UK,1200
60480,C181,Watch,Fashion,200,3,2024-03-09,UK,600
60481,C279,Tablet,Electronics,300,2,2024-12-23,Germany,600
60482,C317,Headphones,Electronics,80,3,2024-12-05,Germany,240
60483,C828,Jacket,Fashion,150,5,2024-11-17,Germany,750
60484,C120,Laptop,Electronics,800,5,2024-09-26,Canada,4000
60485,C721,Tablet,Electronics,300,5,2024-09-26,Germany,1500
60486,C017,Phone,Electronics,600,1,2024-07-16,Germany,600
60487,C382,Laptop,Electronics,800,5,2024-09-24,Australia,4000
60488,C252,Bag,Fashion,50,5,2024-08-09,UK,250
60489,C741,Watch,Fashion,200,5,2024-10-01,Canada,1000
60490,C466,Phone,Electronics,600,4,2024-05-21,India,2400
60491,C901,Watch,Fashion,200,1,2024-02-05,UK,200
60492,C223,Bag,Fashion,50,5,2024-10-13,Canada,250
60493,C965,Headphones,Electronics,80,4,2024-05-15,Canada,320
60494,C191,Jacket,Fashion,150,2,2024-06-26,Canada,300
60495,C799,Laptop,Electronics,800,5,2024-03-31,Canada,4000
60496,C811,Laptop,Electronics,800,4,2024-12-29,France,3200
60497,C210,Shoes,Fashion,120,5,2024-03-04,France,600
60498,C539,Headphones,Electronics,80,5,2024-06-25,Germany,400
60499,C630,Phone,Electronics,600,4,2024-07-15,Australia,2400
60500,C378,Jacket,Fashion,150,2,2024-09-22,USA,300
60501,C512,Phone,Electronics,600,1,2024-03-14,France,600
60502,C738,Headphones,Electronics,80,2,2024-07-16,France,160
60503,C485,Phone,Electronics,600,5,2024-08-17,India,3000
60504,C159,Bag,Fashion,50,2,2024-09-04,Germany,100
60505,C886,Bag,Fashion,50,2,2024-06-08,India,100
60506,C704,Headphones,Electronics,80,2,2024-12-02,UK,160
60507,C603,Tablet,Electronics,300,5,2024-02-02,India,1500
60508,C125,Bag,Fashion,50,1,2024-04-21,Australia,50
60509,C453,Watch,Fashion,200,3,2024-12-14,India,600
60510,C658,Bag,Fashion,50,5,2024-09-16,Canada,250
60511,C040,Shoes,Fashion,120,4,2024-05-30,Canada,480
60512,C371,Headphones,Electronics,80,4,2024-05-21,UK,320
60513,C443,Bag,Fashion,50,2,2024-09-05,Germany,100
60514,C878,Laptop,Electronics,800,3,2024-05-30,USA,2400
60515,C398,Bag,Fashion,50,4,2024-12-04,Australia,200
60516,C895,Shoes,Fashion,120,2,2024-09-01,Australia,240
60517,C123,Jacket,Fashion,150,1,2024-04-12,Germany,150
60518,C558,Laptop,Electronics,800,1,2024-08-01,USA,800
60519,C924,Watch,Fashion,200,5,2024-12-04,France,1000
60520,C643,Phone,Electronics,600,1,2024-02-20,India,600
60521,C747,Tablet,Electronics,300,2,2024-11-07,France,600
60522,C469,Phone,Electronics,600,5,2024-08-03,USA,3000
60523,C095,Tablet,Electronics,300,1,2024-06-24,UK,300
60524,C958,Shoes,Fashion,120,4,2024-01-12,Germany,480
60525,C475,Bag,Fashion,50,4,2024-02-04,Germany,200
60526,C167,Bag,Fashion,50,4,2024-06-26,France,200
60527,C388,Watch,Fashion,200,4,2024-05-23,Canada,800
60528,C099,Watch,Fashion,200,2,2024-01-06,USA,400
60529,C980,Watch,Fashion,200,2,2024-09-13,Germany,400
60530,C267,Jacket,Fashion,150,5,2024-02-15,France,750
60531,C296,Watch,Fashion,200,1,2024-09-24,USA,200
60532,C533,Tablet,Electronics,300,2,2024-09-23,Germany,600
60533,C161,Bag,Fashion,50,1,2024-09-16,India,50
60534,C274,Laptop,Electronics,800,2,2024-02-02,UK,1600
60535,C173,Watch,Fashion,200,5,2024-02-05,India,1000
60536,C672,Jacket,Fashion,150,2,2024-11-20,India,300
60537,C135,Bag,Fashion,50,3,2024-02-03,India,150
60538,C450,Jacket,Fashion,150,2,2024-01-12,Canada,300
60539,C161,Jacket,Fashion,150,4,2024-03-16,France,600
60540,C579,Headphones,Electronics,80,4,2024-04-20,Canada,320
60541,C337,Watch,Fashion,200,3,2024-08-29,India,600
60542,C132,Bag,Fashion,50,1,2024-10-15,Australia,50
60543,C857,Laptop,Electronics,800,1,2024-11-12,France,800
60544,C773,Tablet,Electronics,300,4,2024-10-16,India,1200
60545,C600,Shoes,Fashion,120,5,2024-04-02,UK,600
60546,C222,Laptop,Electronics,800,3,2024-08-29,Australia,2400
60547,C462,Phone,Electronics,600,3,2024-04-13,Australia,1800
60548,C809,Laptop,Electronics,800,1,2024-07-31,France,800
60549,C1000,Tablet,Electronics,300,2,2024-10-17,UK,600
60550,C503,Watch,Fashion,200,4,2024-05-21,UK,800
60551,C354,Laptop,Electronics,800,4,2024-05-28,Germany,3200
60552,C446,Watch,Fashion,200,5,2024-10-09,India,1000
60553,C030,Watch,Fashion,200,1,2024-01-22,India,200
60554,C253,Laptop,Electronics,800,2,2024-03-15,Germany,1600
60555,C052,Laptop,Electronics,800,1,2024-01-12,France,800
60556,C562,Phone,Electronics,600,1,2024-10-29,Germany,600
60557,C308,Tablet,Electronics,300,4,2024-02-09,France,1200
60558,C605,Headphones,Electronics,80,2,2024-06-04,Germany,160
60559,C520,Tablet,Electronics,300,2,2024-09-13,Germany,600
60560,C914,Watch,Fashion,200,2,2024-07-18,Canada,400
60561,C464,Jacket,Fashion,150,5,2024-01-30,France,750
60562,C057,Shoes,Fashion,120,5,2024-11-17,France,600
60563,C489,Laptop,Electronics,800,1,2024-06-02,India,800
60564,C764,Phone,Electronics,600,2,2024-11-16,Australia,1200
60565,C879,Watch,Fashion,200,5,2024-08-20,Canada,1000
60566,C589,Headphones,Electronics,80,4,2024-08-07,Germany,320
60567,C205,Jacket,Fashion,150,3,2024-10-06,Germany,450
60568,C532,Watch,Fashion,200,2,2024-01-20,USA,400
60569,C892,Shoes,Fashion,120,3,2024-03-19,UK,360
60570,C309,Watch,Fashion,200,1,2024-09-08,USA,200
60571,C758,Watch,Fashion,200,5,2024-04-08,Canada,1000
60572,C279,Bag,Fashion,50,1,2024-10-06,France,50
60573,C601,Watch,Fashion,200,1,2024-09-17,Germany,200
60574,C986,Bag,Fashion,50,1,2024-12-14,USA,50
60575,C834,Shoes,Fashion,120,3,2024-05-11,France,360
60576,C899,Bag,Fashion,50,2,2024-08-21,USA,100
60577,C450,Phone,Electronics,600,1,2024-05-04,India,600
60578,C914,Headphones,Electronics,80,1,2024-03-23,Canada,80
60579,C084,Jacket,Fashion,150,1,2024-05-19,Canada,150
60580,C314,Headphones,Electronics,80,3,2024-03-02,France,240
60581,C688,Laptop,Electronics,800,5,2024-12-12,France,4000
60582,C870,Watch,Fashion,200,4,2024-03-13,Australia,800
60583,C001,Watch,Fashion,200,5,2024-03-25,France,1000
60584,C201,Phone,Electronics,600,1,2024-04-20,UK,600
60585,C947,Headphones,Electronics,80,3,2024-05-30,Germany,240
60586,C337,Phone,Electronics,600,1,2024-05-16,Canada,600
60587,C082,Headphones,Electronics,80,1,2024-09-02,USA,80
60588,C292,Watch,Fashion,200,3,2024-01-14,USA,600
60589,C973,Headphones,Electronics,80,2,2024-05-17,Australia,160
60590,C002,Jacket,Fashion,150,5,2024-01-21,Germany,750
60591,C014,Jacket,Fashion,150,1,2024-05-25,France,150
60592,C772,Headphones,Electronics,80,4,2024-07-11,Germany,320
60593,C948,Tablet,Electronics,300,1,2024-06-14,Australia,300
60594,C983,Jacket,Fashion,150,1,2024-06-27,USA,150
60595,C793,Headphones,Electronics,80,3,2024-05-14,Canada,240
60596,C997,Shoes,Fashion,120,3,2024-05-31,USA,360
60597,C271,Shoes,Fashion,120,3,2024-11-09,Australia,360
60598,C856,Jacket,Fashion,150,2,2024-05-02,Canada,300
60599,C074,Laptop,Electronics,800,5,2024-02-06,France,4000
60600,C497,Laptop,Electronics,800,2,2024-06-30,USA,1600
60601,C321,Headphones,Electronics,80,5,2024-10-09,Australia,400
60602,C514,Headphones,Electronics,80,3,2024-05-08,Australia,240
60603,C111,Laptop,Electronics,800,1,2024-08-22,India,800
60604,C003,Tablet,Electronics,300,3,2024-03-24,Germany,900
60605,C244,Bag,Fashion,50,5,2024-04-05,Canada,250
60606,C756,Phone,Electronics,600,4,2024-10-12,UK,2400
60607,C855,Tablet,Electronics,300,2,2024-04-17,Australia,600
60608,C343,Laptop,Electronics,800,3,2024-08-31,Canada,2400
60609,C378,Shoes,Fashion,120,1,2024-09-29,USA,120
60610,C310,Watch,Fashion,200,4,2024-03-10,UK,800
60611,C133,Tablet,Electronics,300,4,2024-03-27,UK,1200
60612,C111,Tablet,Electronics,300,4,2024-03-08,USA,1200
60613,C849,Laptop,Electronics,800,1,2024-11-10,India,800
60614,C300,Headphones,Electronics,80,2,2024-08-30,Germany,160
60615,C705,Tablet,Electronics,300,2,2024-05-05,India,600
60616,C508,Shoes,Fashion,120,4,2024-10-27,India,480
60617,C225,Bag,Fashion,50,1,2024-08-17,France,50
60618,C925,Jacket,Fashion,150,1,2024-09-25,Australia,150
60619,C063,Headphones,Electronics,80,1,2024-02-05,France,80
60620,C366,Jacket,Fashion,150,4,2024-07-04,India,600
60621,C073,Laptop,Electronics,800,5,2024-03-13,USA,4000
60622,C308,Headphones,Electronics,80,5,2024-01-28,UK,400
60623,C082,Jacket,Fashion,150,1,2024-09-01,Australia,150
60624,C230,Bag,Fashion,50,4,2024-03-06,France,200
60625,C031,Laptop,Electronics,800,2,2024-11-21,Australia,1600
60626,C701,Bag,Fashion,50,4,2024-12-14,France,200
60627,C138,Jacket,Fashion,150,5,2024-11-17,Germany,750
60628,C013,Jacket,Fashion,150,2,2024-03-22,Canada,300
60629,C763,Headphones,Electronics,80,4,2024-09-07,USA,320
60630,C808,Phone,Electronics,600,2,2024-06-29,USA,1200
60631,C442,Headphones,Electronics,80,4,2024-05-15,UK,320
60632,C792,Tablet,Electronics,300,4,2024-07-16,Germany,1200
60633,C939,Phone,Electronics,600,2,2024-03-16,France,1200
60634,C805,Bag,Fashion,50,1,2024-03-21,Germany,50
60635,C076,Bag,Fashion,50,2,2024-08-12,UK,100
60636,C519,Laptop,Electronics,800,1,2024-09-24,UK,800
60637,C361,Phone,Electronics,600,5,2024-07-24,Australia,3000
60638,C561,Shoes,Fashion,120,2,2024-08-14,India,240
60639,C819,Tablet,Electronics,300,2,2024-04-06,UK,600
60640,C388,Laptop,Electronics,800,4,2024-05-27,Canada,3200
60641,C958,Watch,Fashion,200,5,2024-12-26,India,1000
60642,C302,Jacket,Fashion,150,4,2024-08-05,France,600
60643,C312,Laptop,Electronics,800,3,2024-07-14,Canada,2400
60644,C366,Jacket,Fashion,150,3,2024-06-17,UK,450
60645,C201,Jacket,Fashion,150,1,2024-11-16,France,150
60646,C553,Bag,Fashion,50,5,2024-01-03,India,250
60647,C489,Shoes,Fashion,120,4,2024-11-01,Germany,480
60648,C343,Tablet,Electronics,300,4,2024-12-03,Canada,1200
60649,C555,Shoes,Fashion,120,2,2024-04-07,India,240
60650,C958,Laptop,Electronics,800,3,2024-08-07,India,2400
60651,C387,Jacket,Fashion,150,3,2024-09-11,India,450
60652,C034,Tablet,Electronics,300,3,2024-04-05,India,900
60653,C179,Headphones,Electronics,80,1,2024-08-26,Australia,80
60654,C311,Shoes,Fashion,120,4,2024-12-22,Australia,480
60655,C425,Laptop,Electronics,800,4,2024-01-01,Australia,3200
60656,C237,Shoes,Fashion,120,5,2024-03-03,Germany,600
60657,C235,Jacket,Fashion,150,1,2024-06-08,Australia,150
60658,C666,Tablet,Electronics,300,5,2024-11-30,Australia,1500
60659,C951,Phone,Electronics,600,5,2024-03-17,USA,3000
60660,C590,Phone,Electronics,600,3,2024-01-13,USA,1800
60661,C686,Headphones,Electronics,80,1,2024-08-24,UK,80
60662,C616,Jacket,Fashion,150,1,2024-12-29,Germany,150
60663,C677,Shoes,Fashion,120,4,2024-09-01,Australia,480
60664,C048,Jacket,Fashion,150,4,2024-10-13,Germany,600
60665,C069,Phone,Electronics,600,2,2024-08-20,Germany,1200
60666,C793,Laptop,Electronics,800,1,2024-11-14,UK,800
60667,C115,Bag,Fashion,50,5,2024-06-16,France,250
60668,C901,Phone,Electronics,600,2,2024-07-28,Australia,1200
60669,C477,Headphones,Electronics,80,4,2024-10-10,Germany,320
60670,C954,Shoes,Fashion,120,4,2024-07-01,Australia,480
60671,C857,Jacket,Fashion,150,5,2024-01-25,France,750
60672,C060,Phone,Electronics,600,5,2024-08-04,Canada,3000
60673,C857,Laptop,Electronics,800,3,2024-12-07,UK,2400
60674,C792,Jacket,Fashion,150,3,2024-06-14,Australia,450
60675,C510,Tablet,Electronics,300,5,2024-12-16,USA,1500
60676,C857,Jacket,Fashion,150,5,2024-07-01,USA,750
60677,C142,Laptop,Electronics,800,2,2024-10-25,Germany,1600
60678,C934,Bag,Fashion,50,4,2024-11-08,UK,200
60679,C094,Tablet,Electronics,300,5,2024-03-25,UK,1500
60680,C874,Tablet,Electronics,300,5,2024-02-15,Germany,1500
60681,C708,Headphones,Electronics,80,2,2024-08-15,India,160
60682,C368,Bag,Fashion,50,2,2024-07-19,USA,100
60683,C969,Headphones,Electronics,80,2,2024-11-25,Australia,160
60684,C428,Jacket,Fashion,150,5,2024-02-13,France,750
60685,C764,Shoes,Fashion,120,5,2024-10-22,Canada,600
60686,C973,Bag,Fashion,50,2,2024-08-16,UK,100
60687,C557,Watch,Fashion,200,3,2024-01-08,France,600
60688,C909,Phone,Electronics,600,3,2024-12-09,Canada,1800
60689,C214,Watch,Fashion,200,4,2024-12-11,UK,800
60690,C512,Jacket,Fashion,150,3,2024-07-11,Germany,450
60691,C892,Headphones,Electronics,80,1,2024-08-15,Canada,80
60692,C835,Bag,Fashion,50,2,2024-06-10,Australia,100
60693,C907,Tablet,Electronics,300,5,2024-02-21,France,1500
60694,C689,Tablet,Electronics,300,5,2024-08-05,Germany,1500
60695,C697,Tablet,Electronics,300,4,2024-01-20,India,1200
60696,C286,Phone,Electronics,600,5,2024-07-09,France,3000
60697,C752,Shoes,Fashion,120,2,2024-06-17,USA,240
60698,C029,Headphones,Electronics,80,2,2024-11-24,Canada,160
60699,C413,Bag,Fashion,50,5,2024-03-22,Canada,250
60700,C923,Bag,Fashion,50,1,2024-02-09,Germany,50
60701,C234,Jacket,Fashion,150,3,2024-07-07,UK,450
60702,C660,Laptop,Electronics,800,4,2024-05-27,Germany,3200
60703,C542,Laptop,Electronics,800,2,2024-01-15,UK,1600
60704,C924,Jacket,Fashion,150,3,2024-05-28,Canada,450
60705,C119,Phone,Electronics,600,5,2024-03-01,UK,3000
60706,C338,Bag,Fashion,50,5,2024-09-02,Canada,250
60707,C973,Jacket,Fashion,150,5,2024-08-23,Canada,750
60708,C543,Headphones,Electronics,80,3,2024-09-15,Germany,240
60709,C551,Jacket,Fashion,150,5,2024-08-15,UK,750
60710,C512,Shoes,Fashion,120,5,2024-03-24,USA,600
60711,C261,Laptop,Electronics,800,1,2024-04-19,Germany,800
60712,C283,Laptop,Electronics,800,2,2024-10-06,USA,1600
60713,C257,Tablet,Electronics,300,1,2024-08-03,India,300
60714,C178,Bag,Fashion,50,4,2024-03-05,UK,200
60715,C547,Bag,Fashion,50,4,2024-07-04,Canada,200
60716,C887,Tablet,Electronics,300,1,2024-03-21,Canada,300
60717,C875,Shoes,Fashion,120,3,2024-10-07,Canada,360
60718,C007,Headphones,Electronics,80,4,2024-07-29,Germany,320
60719,C585,Tablet,Electronics,300,4,2024-10-29,Germany,1200
60720,C569,Jacket,Fashion,150,3,2024-12-28,Canada,450
60721,C809,Jacket,Fashion,150,2,2024-07-03,India,300
60722,C410,Laptop,Electronics,800,2,2024-05-04,Germany,1600
60723,C564,Tablet,Electronics,300,1,2024-10-25,Australia,300
60724,C301,Laptop,Electronics,800,1,2024-06-25,Germany,800
60725,C099,Laptop,Electronics,800,4,2024-09-17,Germany,3200
60726,C291,Laptop,Electronics,800,4,2024-07-02,Germany,3200
60727,C098,Headphones,Electronics,80,4,2024-05-06,Germany,320
60728,C829,Jacket,Fashion,150,2,2024-06-23,Germany,300
60729,C383,Shoes,Fashion,120,1,2024-02-22,India,120
60730,C554,Bag,Fashion,50,5,2024-02-29,UK,250
60731,C947,Watch,Fashion,200,2,2024-04-10,UK,400
60732,C684,Bag,Fashion,50,2,2024-03-04,UK,100
60733,C491,Jacket,Fashion,150,4,2024-05-05,India,600
60734,C239,Tablet,Electronics,300,3,2024-07-29,Germany,900
60735,C118,Laptop,Electronics,800,3,2024-12-30,Canada,2400
60736,C229,Watch,Fashion,200,3,2024-03-13,USA,600
60737,C805,Bag,Fashion,50,2,2024-04-18,France,100
60738,C287,Watch,Fashion,200,1,2024-04-01,India,200
60739,C066,Headphones,Electronics,80,2,2024-01-22,India,160
60740,C907,Tablet,Electronics,300,1,2024-03-12,USA,300
60741,C183,Tablet,Electronics,300,1,2024-04-04,Germany,300
60742,C581,Jacket,Fashion,150,1,2024-12-22,USA,150
60743,C516,Jacket,Fashion,150,2,2024-01-26,UK,300
